"filename", "language", "C#", "XML", "JSON with Comments", "Markdown", "JSON", "HTML", "TypeScript", "TypeScript JSX", "CSS", "JavaScript", "comment", "blank", "total"
"c:\Users\craym\Desktop\school\Project\IMGWeb\bin\Publish\wwwroot\static\media\icons.62d9dae4e0040e81c980.svg", "XML", 0, 1514, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1519
"c:\Users\craym\Desktop\school\Project\IMGWeb\bin\Publish\wwwroot\static\media\outline-icons.9c4845b4b41ef40a22fa.svg", "XML", 0, 362, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 367
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\README.md", "Markdown", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 21, 47
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\package-lock.json", "JSON", 0, 0, 0, 0, 17447, 0, 0, 0, 0, 0, 0, 1, 17448
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\package.json", "JSON", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 1, 63
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\public\index.html", "HTML", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 23, 1, 44
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\public\manifest.json", "JSON", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\api\agent.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 2, 14, 129
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\common\confirmation\ConfirmationMessage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 10, 73
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\common\form\FormTextInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 2, 25
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\common\modals\ModalContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\dtos\numberDto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\dtos\searchDto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\dtos\tagImageDto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\layout\App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 6, 44
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\layout\NavBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 1, 1, 53
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\layout\loadingComponent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 2, 18
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\layout\styles.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 14, 61
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\models\album.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\models\imageData.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 2, 20
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\models\profile.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\models\serverError.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\models\tag.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\models\user.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\models\userSettings.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\router\RequireAuth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 13
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\router\Routes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 2, 32
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\stores\albumsStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\stores\commonStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 7, 40
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\stores\imageStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 254, 0, 0, 0, 2, 31, 287
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\stores\modalStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 5, 27
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\stores\store.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 4, 28
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\stores\tagStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 1, 9, 89
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\app\stores\userStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 1, 19, 138
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\errors\NotFound.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 18
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\errors\ServerError.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 19
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\errors\ValidationError.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\home\HomePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 1, 42
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\images\ImageDetails.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 272, 0, 0, 2, 25, 299
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\images\ImageSearchMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 6, 70
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\images\ImageSearchPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 13, 123
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\images\ImageSortBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 5, 50
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\images\ImagesGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 1, 10, 102
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\images\MultiSelectsMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 13, 154
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\images\TagParam.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 3, 38
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\images\TagSearchBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 9, 71
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\images\sortAlgo.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 4, 87
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\profiles\ProfilePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 6, 36
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\profiles\panes\ProfileData.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 4, 18
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\profiles\panes\ProfileSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 5, 42
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\tags\CreateTag.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 2, 41
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\tags\EditTag.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 2, 47
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\tags\TagDetails.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 3, 28
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\tags\TagManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 6, 57
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\upload\ImageDropZone.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 7, 53
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\upload\ImageUploadWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 202, 0, 0, 2, 17, 221
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\upload\UploadPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\users\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 1, 30
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\features\users\RegisterForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 1, 46
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 25
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\react-app-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\reportWebVitals.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 16
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\src\setupTests.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 6
"c:\Users\craym\Desktop\school\Project\IMGWeb\client-app\tsconfig.json", "JSON with Comments", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"Total", "-", 5035, 8715, 26, 26, 36331, 23, 835, 1750, 185, 6, 1097, 1608, 55637
